"Path","LineNumber","Pattern","Line"
"D:\projects\admin-dashboard\app\components\auth\AuthGuard.tsx","143","shadow-black","<section className=""w-full max-w-md rounded-3xl border border-red-500/20 bg-red-950/20 p-8 text-red-200 shadow-2xl shadow-black/40"">"
"D:\projects\admin-dashboard\app\components\auth\AuthGuard.tsx","150","text-white","<h1 className=""text-xl font-semibold text-white"">"
"D:\projects\admin-dashboard\app\components\auth\StaffOrAdmin.tsx","19","text-white","<div className=""flex min-h-screen items-center justify-center bg-[radial-gradient(circle_at_top_left,_rgba(59,130,246,0.16),_transparent_34%),#020617] px-4 text-white"">"
"D:\projects\admin-dashboard\app\components\auth\StaffOrAdmin.tsx","20","text-zinc-","<div className=""rounded-3xl border border-white/10 bg-white/[0.06] px-6 py-4 text-sm text-zinc-300 shadow-2xl shadow-black/30 backdrop-blur-2xl"">"
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\CameraScannerPanel.tsx","30","bg-black","<div className=""relative overflow-hidden rounded-[2rem] border border-white/10 bg-black shadow-2xl shadow-black/50"">"
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\CameraScannerPanel.tsx","46","text-zinc-","<div className=""rounded-3xl border border-white/10 bg-white/[0.04] p-4 text-sm text-zinc-300 backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\CameraScannerPanel.tsx","58","text-zinc-","<p className=""mt-2 text-xs leading-5 text-zinc-500"">"
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\HardwareScannerPanel.tsx","22","bg-white","<section className=""rounded-[2rem] border border-white/10 bg-white/[0.05] p-5 shadow-2xl shadow-black/30 backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\HardwareScannerPanel.tsx","54","text-white","className=""w-full rounded-2xl border border-white/10 bg-black/50 px-4 py-3 text-white outline-none backdrop-blur-xl placeholder:text-zinc-500 focus:border-emerald-300/50"""
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\HardwareScannerPanel.tsx","60","bg-white","className=""mt-3 rounded-2xl border border-white/10 bg-white px-4 py-2 font-semibold text-black shadow-lg shadow-black/30 transition hover:bg-zinc-200"""
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\HardwareScannerPanel.tsx","65","text-zinc-","<p className=""mt-4 text-xs leading-5 text-zinc-500"">"
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\ManualScannerPanel.tsx","19","bg-white","<section className=""rounded-[2rem] border border-white/10 bg-white/[0.05] p-5 shadow-2xl shadow-black/30 backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\ManualScannerPanel.tsx","48","text-white","className=""w-full rounded-2xl border border-white/10 bg-black/50 px-4 py-3 text-white outline-none backdrop-blur-xl placeholder:text-zinc-500 focus:border-cyan-300/50"""
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\ManualScannerPanel.tsx","54","bg-white","className=""mt-3 rounded-2xl border border-white/10 bg-white px-4 py-2 font-semibold text-black shadow-lg shadow-black/30 transition hover:bg-zinc-200"""
"D:\projects\admin-dashboard\app\components\barcode-scanner\components\ScannerModeButton.tsx","19","text-zinc-",": ""border-white/10 bg-white/[0.06] text-zinc-300 hover:border-white/20 hover:bg-white/[0.1]"""
"D:\projects\admin-dashboard\app\components\modals\shared\ModalHeader.tsx","44","text-white","className=""rounded-xl border border-white/10 bg-white/5 p-2 text-neutral-300 transition hover:bg-white/10 hover:text-white"""
"D:\projects\admin-dashboard\app\components\modals\shared\ModalShell.tsx","27","bg-black","className=""fixed inset-0 z-50 flex items-center justify-center bg-black/80 px-4 backdrop-blur-md"""
"D:\projects\admin-dashboard\app\components\modals\shared\ModalShell.tsx","30","text-white","className={`max-h-[90vh] w-full overflow-y-auto rounded-3xl border border-white/10 bg-[rgba(10,10,10,0.88)] p-6 text-white shadow-2xl shadow-black/40 backdrop-blur-2xl ${maxWidthClassName}`}"
"D:\projects\admin-dashboard\app\components\modals\HipaaSafetyModal.tsx","118","bg-white","className=""rounded-2xl border border-white/10 bg-white/[0.03] px-4 py-3 backdrop-blur-xl"""
"D:\projects\admin-dashboard\app\components\modals\HipaaSafetyModal.tsx","149","bg-white","<div className=""mt-5 rounded-2xl border border-white/10 bg-white/[0.03] p-4"">"
"D:\projects\admin-dashboard\app\components\modals\HipaaSafetyModal.tsx","174","text-white","className=""rounded-2xl border border-white/10 bg-white/10 px-5 py-3 text-sm font-semibold text-white transition hover:bg-white/15"""
"D:\projects\admin-dashboard\app\components\modals\HipaaSafetyModal.tsx","182","bg-white","className=""rounded-2xl bg-white px-5 py-3 text-sm font-semibold text-black transition hover:opacity-90"""
"D:\projects\admin-dashboard\app\components\reports\OpenUploadCenterButton.tsx","20","text-white","className=""inline-flex items-center justify-center gap-2 rounded-2xl border border-white/10 bg-white/10 px-4 py-2 text-sm font-semibold text-white transition hover:bg-white/15"""
"D:\projects\admin-dashboard\app\components\reports\ReportsKpiCards.tsx","170","border-white","className={`rounded-3xl border p-5 transition hover:-translate-y-0.5 hover:border-white/20 ${getToneClasses("
"D:\projects\admin-dashboard\app\components\reports\ReportUploadCard.tsx","239","text-white","<h2 className=""text-lg font-semibold text-white"">{title}</h2>"
"D:\projects\admin-dashboard\app\components\ui\PageHeader.tsx","25","text-white","<h1 className=""mt-1 text-3xl font-bold tracking-tight text-white light:text-slate-950"">"
"D:\projects\admin-dashboard\app\components\ui\PageHeader.tsx","30","text-slate-","<p className=""mt-2 max-w-3xl text-sm leading-6 text-zinc-400 light:text-slate-600"">"
"D:\projects\admin-dashboard\app\components\ui\PrimaryButton.tsx","14","text-slate-","<button {...props} className={`${""inline-flex items-center justify-center gap-2 rounded-2xl bg-cyan-300 px-5 py-3 text-sm font-bold text-slate-950 shadow-lg shadow-cyan-500/20 transition hover:bg-cyan-200 disabled:cursor-not-allowed disabled:opacity-50""} ${className}`}>"
"D:\projects\admin-dashboard\app\components\MaintenanceGate.tsx","36","border-white","""border-white/10 bg-neutral-950 text-neutral-300"","
"D:\projects\admin-dashboard\app\components\MaintenanceGate.tsx","45","bg-white","""border-white/10 bg-white/5 text-neutral-300"","
"D:\projects\admin-dashboard\app\components\MaintenanceGate.tsx","61","text-white","<main className=""flex min-h-screen items-center justify-center bg-black p-6 text-white"">"
"D:\projects\admin-dashboard\app\components\MaintenanceGate.tsx","65","shadow-black","className={`w-full max-w-md rounded-3xl border p-8 shadow-2xl shadow-black/40 ${toneClasses[tone]}`}"
"D:\projects\admin-dashboard\app\components\MaintenanceGate.tsx","81","text-white","<h1 className=""text-xl font-semibold text-white"">"
"D:\projects\admin-dashboard\app\login\page.tsx","12","text-white","<main className=""flex min-h-screen items-center justify-center bg-slate-950 text-white"">"
